ID (TextGridURI),Texts concerned,Commenté en note scientifique dans textGrid / présence de liens Gallica en note scientifique,Checked Alexandra (avant rédaction des notices descriptives),,IDNO,Map of Paris : extract place ; if yes,,Map of Europe and other countries : put an x in the column to exclude the entry from the map,UNIDENTIFIED Put an x if the place is unknown, leave.it.blank if it is known,PlaceName hist FR,PlaceName hist DE,PlaceName current FR,PlaceName current DE,Type,State FR,State DE,Function FR,Function DE,Artist,Date construction destruction FR,Date construction destruction DE,Location geo,"Description (FR)<p></p>
",Description (DE) <p></p>,Description (DE) - Angela Göbel <p></p> OLD Column,,"Description requise [BC]
","Notes d’Hanna Hartmann [AH], Axelle Janiak [AJ] et Cyril Pasquier [CP], Helmut Larhkamp pour Corfey [HL]

AP : EN bleu : garder les informations pour le champ Description ? ","Description requise [BC]
",Bibliographie
textgrid:3pfpw,Corfey,,OK,,https://www.wikidata.org/wiki/Q24928499,x,,,,,Paris, porte Richelieu,Paris, Porte Richelieu,infrastructure,détruit,zerstört,,,,1634 : construction ; 1701 : destruction,1634: Errichtung; 1701: Zerstörung,48.869857, 2.339041,,,,,Porte de la ville de l’enceinte de Louis XIII qui se situait dans l’alignement de la rue Richelieu, au-delà de la rue Saint-Augustin. Cette porte est élevée par le spéculateur en charge du développement du quartier de Richelieu Charles Froger, qui serait le commis de Louis Le Barbier. Élevée en 1634
textgrid:3pfpx,Corfey, Knesebeck, Pitzler,,,OK,,https://www.wikidata.org/wiki/Q3398946,x,,,,,Paris, porte Saint-Antoine,Paris, Porte Saint-Antoine,infrastructure,détruit,zerstört,,,<Blondel, François (psn:textgrid:3pg60)>,1356 : construction ; 1670 : reconstruction ; 1778 : destruction,1356: Errichtung; 1670: Neubau; 1778: Zerstörung,, 2.368674,"<p>La porte Saint-Antoine s’intégrait dans un ensemble de portes conçues ou restructurées en forme d’arcs de triomphe par François Blondel et son élève Pierre Bullet : Saint-Bernard (1673-1674, détruite en 1791), Saint-Denis (1672-1676), Saint-Martin (1674) et Saint-Louis (1674, détruite en 1760). En ces années, les succès militaires remportés au cours de la guerre de Dévolution (1667-1668) et de la guerre de Hollande (1672-1678/1679) avaient élargi le royaume à la frontière avec les Flandres, tandis que le nouveau réseau de fortifications conçues par Vauban dans les villes du nord rendait inutile le système défensif de Paris. Ces arcs de triomphe marquant les entrées de la ville servaient désormais à l’ornement urbain et à la propagande politique du monarque.</p>
<p>Alexandre Gady, « Les portes du soleil », dans Geneviève Bresc-Bautier, Xavier Dectot et Ilham Ben Boumehdi (dir.), <i>Art ou politique ? Arcs, statues et colonnes de Paris</i>, Paris, Direction à l’action artistique de la ville de Paris, 1999, p. 54-57.</p>","<p>Die Porte Saint-Antoine entstand im Zusammenhang mit weiteren von François Blondel und seinem Schüler Pierre Bullet neu- bzw. umgestalteten Stadttoren: Saint-Bernard (1673/74, abgebrochen 1791), Saint-Denis (1672-1676), Saint-Martin (1674) und Saint-Louis (1674, abgebrochen 1760). Der Um- bzw. Neubau dieser als Triumphbögen gestalteter Tore erfolgte in der Zeit der militärischen Siege im Devolutionskrieg 1667/68 und während des sich anschließenden Holländischen Kriegs 1672-1678/79: In den den Spaniern abgenommenen flämischen Gebieten errichtete Vauban einen Ring von Festungen und Zitadellen, welcher die Aufrechterhaltung der (sowieso bereits überholten) militärischen Befestigungen von Paris überflüssig machte. Die als Triumphbögen stilisierten Stadtzugänge dienten jetzt vornehmlich propagandistischen Zwecken.</p>
<p>Gady, Alexandre: „Les portes du soleil.“ In: Bresc-Bautier, Geneviève; Dectot, Xavier; Ben Boumehdi, Ilham (Hrsg.): Art ou politique ? Arcs, statues et colonnes de Paris. Paris, Direction à l’action artistique de la ville de Paris, 1999. S. 54-57.</p>",
textgrid:3pfq5,Corfey, Knesebeck, Pitzler,,,OK ,,https://www.wikidata.org/wiki/Q1573359,x,,,arc de triomphe de la place du Trône,Triumphbogen der Place du Trône,Paris, arc de triomphe de Louis XIV,Paris, Triumphbogen für Ludwig XIV.,monuments,détruit,zerstört,,,<Le Vau, Louis (psn:textgrid:3pgfg)>; <Le Brun, Charles (psn:textgrid:3pg6d)>; <Perrault, Claude (psn:textgrid:3pgcv)>,,1669: Baubeginn; 1682: Einstellung der Bauarbeiten; 1716: Zerstörung,48.848376, 2.395878,"<p>L’arc de triomphe parisien devait s’élever sur une place circulaire, la future place de la Nation. Celle-ci n’était alors pas encore entourée de bâtiments et se situait à peu près à mi-chemin entre le château de Vincennes et la porte Saint-Antoine, à l’entrée est de la ville. Colbert demanda des plans en 1668-1669 au triumvirat déjà en charge du Louvre, Charles Le Brun, Louis Le Vau et Claude Perrault. Ce fut la proposition de Claude Perrault que le ministre retint dès 1669 et un modèle à l’échelle définitive fut élevé d’après ses dessins sur la place en 1671. Les discussions concernant les justes proportions et la décoration sculpturale de l’arc de triomphe continuèrent au cours des années 1670, alors que Le Brun étudiait un projet alternatif ; mais les dispositions fondamentales de Perrault finirent par l’emporter. Les travaux allaient toutefois longuement traîner ; en 1682, la construction, qui n’avait pas dépassé le stade des fondations et du socle inférieur, s’arrêta totalement. Les tentatives du marquis de Louvois, nouveau surintendant des bâtiments à partir de 1683, de reprendre l’ouvrage restèrent également sans succès. Après la fin de la guerre de la Succession d’Espagne et la mort du roi, le chantier fut rasé en 1716.</p>
<p>Michael Petzet, <i>Claude Perrault und die Architektur des Sonnenkönigs : Der Louvre König Ludwigs XIV. und das Werk Claude Perraults</i>, Munich, Deutscher Kunstverl., 2000, p. 399-442.</p>
<p>Hendrik Ziegler, « Paris, arc de triomphe de la place du Trône », dans François Lemée, <i>Traité des Statuës</i>, Paris, 1688, éd. critique par Diane H. Bodart et Hendrik Ziegler, Weimar, VDG, 2012, vol. 2, p. 210-212. <a>https://asw-verlage.de/lemee</a></p>
"
textgrid:3pfpz,Corfey, Pitzler, Sturm,,OK,"Full line checked [AG]
MM (06/07): checked ",,x,,,,,Paris, porte Saint-Bernard,Paris, Porte Saint-Bernard,infrastructure,détruit,zerstört,,,<Blondel, François (psn:textgrid:3pg60)>,1606 : construction ; 1673/74 : reconstruction ; 1791 : destruction,1606: Errichtung; 1673/74: Neugestaltung; 1791: Zerstörung,48.850015,,"<p>La porte Saint-Bernard s’intégrait dans un ensemble de portes conçues ou restructurées en forme d’arcs de triomphe par François Blondel et son élève Pierre Bullet : Saint-Antoine (1671-1672, détruite en 1778), Saint-Denis (1672-1676), Saint-Martin (1674) et Saint-Louis (1674, détruite en 1760). En ces années, les succès militaires remportés au cours de la guerre de Dévolution (1667-1668) et de la guerre de Hollande (1672-1678/1679) avaient élargi le royaume à la frontière avec les Flandres, tandis que le nouveau réseau de fortifications conçues par Vauban dans les villes du nord rendait inutile le système défensif de Paris. Ces arcs de triomphe marquant les entrées de la ville servaient désormais à l’ornement urbain et à la propagande politique du monarque.</p>
<p>Alexandre Gady, « Les portes du soleil », dans Geneviève Bresc-Bautier, Xavier Dectot et Ilham Ben Boumehdi (dir.), <i>Art ou politique ? Arcs, statues et colonnes de Paris</i>, Paris, Direction à l’action artistique de la ville de Paris, 1999, p. 54-57.</p>","<p>Die Porte Saint-Bernard entstand im Zusammenhang mit weiteren von François Blondel und seinem Schüler Pierre Bullet neu- bzw. umgestalteten Stadttoren: Saint-Antoine (1671/72, abgebrochen 1778), Saint-Denis (1672-1676), Saint-Martin (1674) und Saint-Louis (1674, abgebrochen 1760). Der Um- bzw. Neubau dieser als Triumphbögen gestalteter Tore erfolgte in der Zeit der militärischen Siege im Devolutionskrieg 1667/68 und während des sich anschließenden Holländischen Kriegs 1672-1678/79: In den den Spaniern abgenommenen flämischen Gebieten errichtete Vauban einen Ring von Festungen und Zitadellen, welcher die Aufrechterhaltung der (sowieso bereits überholten) militärischen Befestigungen von Paris überflüssig machte. Die als Triumphbögen stilisierten Stadtzugänge dienten jetzt vornehmlich propagandistischen Zwecken.</p>
<p>Gady, Alexandre: „Les portes du soleil.“ In: Bresc-Bautier, Geneviève; Dectot, Xavier; Ben Boumehdi, Ilham (Hrsg.): Art ou politique ? Arcs, statues et colonnes de Paris. Paris, Direction à l’action artistique de la ville de Paris, 1999. S. 54-57.</p>",,
textgrid:3pfq0,Corfey, Knesebeck, Pitzler,,,OK,,https://www.wikidata.org/wiki/Q684594,x,,,,,Paris, porte Saint-Denis,Paris, Porte Saint-Denis,infrastructure,conservé,erhalten,,,<Blondel, François (psn:textgrid:3pg60)>; <Anguier, Michel (psn:textgrid:3pg55)>,1672 : début des travaux ; 1676 : fin des travaux,,48.869805, 2.352694,"<p>La porte Saint-Denis, construite à partir de 1672, s’intégrait dans un ensemble de portes conçues ou restructurées en forme d’arcs de triomphe par François Blondel et son élève Pierre Bullet : Saint-Bernard (1673-1674, détruite en 1791), Saint-Antoine (1671-1672, détruite en 1778), Saint-Martin (1674) et Saint-Louis (1674). En ces années, les succès militaires remportés au cours de la guerre de Dévolution (1667-1668) et de la guerre de Hollande (1672-1678/1679) avaient élargi le royaume à la frontière avec les Flandres, tandis que le nouveau réseau de fortifications conçues par Vauban dans les villes du nord rendait inutile le système défensif de Paris. Louis XIV fit dès lors détruire les murs de la ville datant de l’époque de Charles V pour les remplacer par des promenades plantées – les grands boulevards actuels –, où furent dressées la porte Saint-Denis et la porte Saint-Martin. Ces arcs de triomphe marquant les entrées nord de la ville servaient désormais à l’ornement urbain et à la propagande politique du monarque.</p>
<p>Jean-Marie Pérouse de Montclos (dir.), <i>Paris, le guide du patrimoine</i>, Paris, Hachette, 1994, p. 424.</p>
<p>Alexandre Gady, « Les portes du soleil », dans Geneviève Bresc-Bautier, Xavier Dectot et Ilham Ben Boumehdi (dir.), <i>Art ou politique ? Arcs, statues et colonnes de Paris</i>, Paris, Direction à l’action artistique de la ville de Paris, 1999, p. 54-57.</p>","<p>Die ab 1672 errichtet Porte Saint-Denis entstand im Zusammenhang mit vier von François Blondel und seinem Schüler Pierre Bullet neu- bzw. umgestalteten Stadttoren: Saint-Bernard (1673/74, abgebrochen 1791), Saint-Antoine (1671/72, abgebrochen 1778), Saint-Martin (1674) und Saint-Louis (1674). Der Um- bzw. Neubau dieser als Triumphbögen gestalteter Tore erfolgte in der Zeit der militärischen Siege im Devolutionskrieg 1667/68 und während des sich anschließenden Holländischen Kriegs 1672-1678/79: In den den Spaniern abgenommenen flämischen Gebieten errichtete Vauban einen Ring von Festungen und Zitadellen, welcher die Aufrechterhaltung der (sowieso bereits überholten) militärischen Befestigungen von Paris überflüssig machte. Ludwig XIV. beschloss, die Stadtmauern aus der Zeit von König Karl V. von Frankreich aus der Mitte des 14. Jh.s abzureißen und auf deren einstigen Verlauf baumbestandene Promenaden anzulegen (die heutigen Grands Boulevards) und darin die Porte Saint-Denis und die Porte Saint-Martin zu integrieren. Diese als Triumphbögen stilisierten nördlichen Stadtzugänge dienten jetzt vornehmlich propagandistischen Zwecken.</p>
<p>Pérouse de Montclos, Jean-Marie: Paris, le guide du patrimoine. Paris, Hachette, 1994, S. 424.</p>
<p>Gady, Alexandre: „Les portes du soleil.“ In: Bresc-Bautier, Geneviève; Dectot, Xavier; Ben Boumehdi, Ilham (Hrsg.): Art ou politique ? Arcs, statues et colonnes de Paris. Paris, Direction à l’action artistique de la ville de Paris, 1999. S. 54-57.</p>"
textgrid:3pfq1,Corfey, Knesebeck, Pitzler,,,OK,,https://www.wikidata.org/wiki/Q3398949,x,,,,,Paris, porte Saint-Honoré,Paris, Porte Saint-Honoré,infrastructure,détruit,zerstört,,,,1632 : début des travaux ; 1634 : fin des travaux ; vers 1670 : modifications ; 1732 : destruction,1632: Baubeginn; 1634; Bauende; um 1670: Umbauphase; 1732: Zerstörung,48.861944,,,,,
textgrid:3pfq2,Corfey,,OK,,https://www.wikidata.org/wiki/Q24931996,x,,,porte Notre-Dame-des-Champs,Porte Notre-Dame-des-Champs,Paris, porte Saint-Jacques,Paris, Porte Saint-Jacques,infrastructure,détruit,zerstört,,,,vers 1200 : construction ; vers 1380 : modifications ; 1684 : destruction,um 1200: Errichtung; um 1380: Umbauphase; 1684: Zerstörung,48.846583, 2.343088,,,,,Porte construite vers 1200 et réaménagée par Charles V au <smc>XIV</smc><sup>e</sup> siècle, elle est détruite en 1684.,
textgrid:3pfq3,Corfey,,OK,,,x,,,,,Paris, porte Saint-Louis,Paris, Porte Saint-Louis,infrastructure,détruit,zerstört,,,<Blondel, François (psn:textgrid:3pg60)>,avant 1652 : première construction ; 1674 : reconstruction ; 1760 : destruction,vor 1652: erste Errichtung; 1674: Neubau; 1760: Zerstörung,,"<p>La porte Saint-Louis s’intégrait dans un ensemble de portes conçues ou restructurées en forme d’arcs de triomphe par François Blondel et son élève Pierre Bullet : Saint-Bernard (1673-1674, détruite en 1791), Saint-Antoine (1671-1672, détruite en 1778), Saint-Denis (1672-1676) et Saint-Martin (1674). En ces années, les succès militaires remportés au cours de la guerre de Dévolution (1667-1668) et de la guerre de Hollande (1672-1678/1679) avaient élargi le royaume à la frontière avec les Flandres, tandis que le nouveau réseau de fortifications conçues par Vauban dans les villes du nord rendait inutile le système défensif de Paris. Ces arcs de triomphe marquant les entrées de la ville servaient désormais à l’ornement urbain et à la propagande politique du monarque.</p>
<p>Alexandre Gady, « Les portes du soleil », dans Geneviève Bresc-Bautier, Xavier Dectot et Ilham Ben Boumehdi (dir.), <i>Art ou politique ? Arcs, statues et colonnes de Paris</i>, Paris, Direction à l’action artistique de la ville de Paris, 1999, p. 54-57.</p>","<p>Die Porte Saint-Louis entstand im Zusammenhang mit weiteren von François Blondel und seinem Schüler Pierre Bullet neu- bzw. umgestalteten Stadttoren: Saint-Bernard (1673/74, abgebrochen 1791), Saint-Antoine (1671/72, abgebrochen 1778), Saint-Denis (1672-1676) und Saint-Martin (1674). Der Um- bzw. Neubau dieser als Triumphbögen gestalteter Tore erfolgte in der Zeit der militärischen Siege im Devolutionskrieg 1667/68 und während des sich anschließenden Holländischen Kriegs 1672-1678/79: In den den Spaniern abgenommenen flämischen Gebieten errichtete Vauban einen Ring von Festungen und Zitadellen, welcher die Aufrechterhaltung der (sowieso bereits überholten) militärischen Befestigungen von Paris überflüssig machte. Die als Triumphbögen stilisierten Stadtzugänge dienten jetzt vornehmlich propagandistischen Zwecken.</p>
<p>Gady, Alexandre: „Les portes du soleil.“ In: Bresc-Bautier, Geneviève; Dectot, Xavier; Ben Boumehdi, Ilham (Hrsg.): Art ou politique ? Arcs, statues et colonnes de Paris. Paris, Direction à l’action artistique de la ville de Paris, 1999. S. 54-57.</p>",,,Porte placée dans la suite de la la rue Pont-aux-Choux, qui est perpendiculaire à la rue Saint-Louis, aujourd’hui rue de Turenne
textgrid:3pfq4,Corfey, Pitzler, Sturm,,OK,"Full line checked [AG]

géoloc ok Rue René Boulanger, 75010 Paris

AP : j'ai laissé la note sur la porte Saint Martin (Lemée 2012) dans Corfey DE et FR (car il s'agit seulement d'une réf. biblio)
MM (06/07): checked ",,x,,,,,Paris, porte Saint-Martin,Paris, Porte Saint-Martin,infrastructure,conservé,erhalten,,,<Blondel, François (psn:textgrid:3pg60)>; <Bullet, Pierre (psn:textgrid:3pg6h)>; <Legros, Pierre I (https://viaf.org/viaf/37186498)>; <Marsy, Gaspard (psn:textgrid:3pgbz)>,,1674: Errichtung,48.869148, 2.355682,"<p>La porte Saint-Martin, construite en 1674, s’intégrait dans un ensemble de portes conçues ou restructurées en forme d’arcs de triomphe par François Blondel et son élève Pierre Bullet : Saint-Bernard (1673-1674, détruite en 1791), Saint-Antoine (1671-1672, détruite en 1778), Saint-Denis (1672-1676) et Saint-Louis (1674). En ces années, les succès militaires remportés au cours de la guerre de Dévolution (1667-1668) et de la guerre de Hollande (1672-1678/1679) avaient élargi le royaume à la frontière avec les Flandres, tandis que le nouveau réseau de fortifications conçues par Vauban dans les villes du nord rendait inutile le système défensif de Paris. Louis XIV fit dès lors détruire les murs de la ville datant de l’époque de Charles V pour les remplacer par des promenades plantées – les grands boulevards actuels –, où furent dressées la porte Saint-Denis et la porte Saint-Martin. Ces arcs de triomphe marquant les entrées nord de la ville servaient désormais à l’ornement urbain et à la propagande politique du monarque.</p>
<p>Alexandre Gady, « Les portes du soleil », dans Geneviève Bresc-Bautier, Xavier Dectot et Ilham Ben Boumehdi (dir.), <i>Art ou politique ? Arcs, statues et colonnes de Paris</i>, Paris, Direction à l’action artistique de la ville de Paris, 1999, p. 54-57.</p>
<p>Claudia Hitzwebel, « Paris, porte Saint-Martin », dans François Lemée, <i>Traité des Statuës</i>, Paris, 1688, éd. critique par Diane H. Bodart et Hendrik Ziegler, Weimar, VDG, 2012, vol. 2, p. 236-238. <a>https://asw-verlage.de/lemee</a></p>"
textgrid:3pfq8,Corfey,,OK,,https://www.wikidata.org/wiki/Q3412682,,,,quai Le Pelletier ; quai Neuf ; quai de la Tannerie ; quai Pelletier,Quai Le Pelletier; Quai Neuf; Quai de la Tannerie; Quai Pelletier,Paris, quai de Gesvres,Paris, Quai de Gesvres,infrastructure,conservé,erhalten,,,,1675 : construction,1675: Errichtung,48.856341, 2.349963,,,,,Le quai Le Pelletier était situé entre la place de l’Hôtel de ville et la rue Saint-Martin. Il a été crée en 1675, suite à un arrêt du Conseil de juillet 1673. Il a porté plusieurs noms: quai neuf, quai de la Tannerie ou quai Pelletier avant de devenir quai Le Pelletier. Il est réunit au quai de Gesvres par un arrêté d’avril 1868.
textgrid:3pfq7,Sturm,,OK,,https://www.wikidata.org/wiki/Q3412680,,,,quai des Balcons ; quai du Dauphin,Quai des Balcons; Quai du Dauphin,Paris, quai de Béthune,Paris, Quai de Béthune,infrastructure,conservé,erhalten,,,,1614 : début des travaux ; 1646 : fin des travaux,1614: Baubeginn; 1646: Bauende,48.850632, 2.357366,,,,,"Situé le long de la Seine, sur l’île de Saint-Louis, le quai de Béthune a été construit de 1614 à 1646

<p>Ce quai, au sud-est de l’île Saint-Louis, était également appelé quai des Balcons, cf. Germain Brice, Description nouvelle de la ville de Paris, Paris, 1706, tome I, page 485. C’est l’actuel quai de Béthune, appelé d’après le frère de Sully, Philippe de Béthune, cf. Jean-Pierre Babelon, Demeures parisiennes sous Henri IV et Louis XIII, Paris, 1991, page 36.</p> [AH]",,
textgrid:3ph86,Corfey,,OK  ,,https://www.wikidata.org/wiki/Q659373,,,,quai des Quatre Nations ; quai Mazarin,Quai des Quatre Nations, Quai Mazarin,Paris, quai de Conti,Paris, Quai de Conti,infrastructure,conservé,erhalten,,,,1655 : début des travaux ; 1662 : fin des travaux,1655: Baubeginn; 1662: Bauende,48.857216, 2.338590,,,,,Quai se terminant devant le Collège des Quatre Nations, sur la rive gauche de Seine
textgrid:3px9j,Knesebeck,,OK  ,,https://www.wikidata.org/wiki/Q659386,,,,quai des Augustins,Quai des Augustins,Paris, quai des Grands-Augustins,Paris, Quai des Grands-Augustins,infrastructure,conservé,erhalten,,,,1230 : début des travaux ; 1389 : fin des travaux,1230: Baubeginn; 1389: Bauende,48.855018, 2.342193,,,,,Quai sur la rive gauche de la Seine entre le pont Neuf et le pont Saint-Michel dont la construction est ordonnée par Philippe le Bel en 1230, dans les faits, elle ne sera terminée qu’en 1389.
textgrid:3pfq9,Sturm,,Ok,,https://www.wikidata.org/wiki/Q2928964,,,,butte du marché aux pourceaux,Butte du Marché des Pourceaux,Paris, butte Saint-Roch,Paris, Butte Saint-Roch,geographic,arasé,abgetragen,,,<Villedo, Michel (https://viaf.org/viaf/59355613)>,1667-1677 : travaux d’aplanissement,1667-1677: Einebnungsarbeiten,48.866419, 2.334858,,,,,Origine de la butte est inconnue, en 1667 Louis XIV donne l’autorisation de l’aplanir pour faciliter la construction sur le terrain.Une opération menée par Michel Villedo jusqu’en 1677. Il s’agit d’un quartier populaire de la ville qui conserve sur toute la période la réputation d’être mal famé.
textgrid:3qkp2,Corfey,,OK ,,https://www.wikidata.org/wiki/Q60853245,,,,Grand Boulevard,Grand Boulevard,Paris, bastion de la porte Sainte-Antoine,Paris, Bastion de la Porte Saint-Antoine,military,détruit,zerstört,fortifications,Festungswerk,<Blondel, François (psn:textgrid:3pg60)>,1585 : construction ; 1670-1672 : modifications ; 1778 : destruction,1585: Errichtung; 1670-1672: Umbauphase; 1778: Zerstörung,48.8555556, 2.369166,,,,,,
textgrid:3pfqc,Sturm,,OK  ,,https://www.wikidata.org/wiki/Q3450552,,,,rue de La Fresnaye ; chemin de Guarnelles,Rue de La Fresnaye; Chemin de Guarnelles,Paris, rue de Babylone,Paris, Rue de Babylone,infrastructure,conservé,erhalten,,,,,,48.851700, 2.321280,,,,,La partie la plus ancienne de cette voie est connue depuis le Moyen Âge. Des Lettres patentes de février 1720 permettent l’allongement de cette rue jusqu’au nouveau rempart. Son extension plus récente s’est effectuée sur l’emplacement de l’hospice des Petits-Ménages. Elle est connue sous plusieurs noms, celui de Babylone semble tardif et proviendrait du fait que Bernard de Sainte-Thérèse, évêque de Babylone
textgrid:3pfqd,Neumann, Sturm,,,"Full line checked [AG]

wiki et géoloc : 46 rue du Bac 75007 
MM (06/07): checked ",https://www.wikidata.org/wiki/Q1470209,,,,grand chemin du Bac ; grande rue du bac ; ruelle du bac,Grand Chemin du Bac; Grande Rue du Bac; Ruelle du Bac,Paris, rue du Bac,Paris, Rue du Bac,infrastructure,conservé,erhalten,,,,,,48.856389, 2.326389,,,,,Rue ouverte entre 1600 et 1610 dont le nom provient du bac installé en 1550 quai Voltaire pour traverser la Seine avant la construction du pont Royal.,
textgrid:3pfqf,Sturm,,OK,,https://www.wikidata.org/wiki/Q3451673,,,,,,Paris, rue des Bernardins,Paris, Rue des Bernardins,infrastructure,conservé,erhalten,,,,,,48.849767, 2.350333,,,,,Cette rue semble avoir été ouverte vers 1246 sous le nom de Saint-Nicolas près du Puits, avant de devenir la rue Saint-Nicolas du Chardonnet. En 1427, la première mention de la rue des Bernardins apparaît dans un compte de confiscations.
textgrid:3qksd,Pitzler,,OK ,,https://www.wikidata.org/wiki/Q3450610,,,,rue de Bussy,Rue de Bussy,Paris, rue de Buci,Paris, Rue de Buci,infrastructure,conservé,erhalten,,,,,,48.853837, 2.336821,,,,,Ouverte au <smc>XIII</smc><sup>e</sup> siècle, elle prend le nom de Buci dès 1352 en l’honneur de Simon de Buci, premier président du Parlement de Paris qui acheta la porte Saint-Germain au bout de cette rue.
textgrid:3pfqg,Sturm,,OK,,https://www.wikidata.org/wiki/Q3450677,,,,chemin des Gravois ; rue Mouffetard,Chemin des Gravois; Rue Mouffetard,Paris, rue de Cléry,Paris, Rue de Cléry,infrastructure,conservé,erhalten,,,,,,48.868623, 2.348219,,,,,Chemin longeant les fossés à l’extérieur de l’enceinte de Charles V, sur l’axe allant de la porte Montmartre à la porte Saint-Denis. Devenue rue en 1633 par arrêt du Conseil du roi avec la destruction de l’enceinte et construite en 1634. Elle prend le nom de Cléry en raison de l’hôtel du même nom.,
textgrid:3pfqh,Sturm,,OK,,https://www.wikidata.org/wiki/Q3450858,,,,rue de Richebourg ; rue du Coq ; rue du Coq Saint-Honoré,Rue de Richebourg; Rue du Coq; rue du Coq Saint-Honoré,Paris, rue de Marengo,Paris, Rue de Marengo,infrastructure,conservé,erhalten,,,,,,48.861800, 2.339285,,,,,La rue Marengo est le nom actuel de la rue du Coq. Celle-ci apparaît en 1271 comme étant une impasse. Elle est nommée comme rue en 1376. Elle est indifféremment appelée Coq ou Richebourg.,,
textgrid:3qksb,Pitzler,,OK,,https://www.wikidata.org/wiki/Q3451311,,,,rue des Cordeliers,Rue des Cordeliers,Paris, rue de l’École-de-Médecine,Paris, Rue de l’École-de-Médecine,infrastructure,conservé,erhalten,,,,,,48.850859, 2.341274,,,,,Ancien chemin gallo-romai qui semble devenir une rue au <smc>XIII</smc><sup>e</sup> siècle après l’installation de l’église Saint-Côme-Saint-Damien. Elle change très souvent de nom. ce dernier se fixe avec un arrêt du Conseil du roi de 1672 qui élargit la rue dite des Cordeliers, causant la destruction de la porte Saint-Germain.,
textgrid:3pfqj,Sturm,,OK,,https://www.wikidata.org/wiki/Q3447626,,,,,,Paris, rue Dauphine,Paris, Rue Dauphine,infrastructure,conservé,erhalten,,,,,,48.855195, 2.339620,,,,,Rue ouverte en 1607 dans les jardins du couvent des Augustins, en même temps que la placce Dauphine et le pont Neuf. Elle est prolongée en 1639 au-delà de la rue de Buci. Son nom célèbre le dauphin, fils d’Henri IV.
textgrid:3pfqk,Sturm,,OK,,https://www.wikidata.org/wiki/Q48748327,,,,rue Saint-Michel ; rue du Faubourg Saint-Michel ; rue de l’Enfer,Rue Saint-Michel; Rue du Faubourg Saint-Michel; Rue de l’Enfer,Paris, avenue Denfert-Rochereau,Paris, Avenue Denfert-Rochereau,infrastructure,conservé,erhalten,,,,,,48.836646, 2.334472,,,,,La rue de l’Enfer est située sur la rive gauche ayant été intégrée à l’actuelle avenue Denfert-Rochereau, une partie du boulevard Saint-Michel et de la rue Henri-Barbusse. Détruite en 1859 en raison de la la salubrité. Son nom proviendrait de l’appellation donnée à la porte Saint-Michel lors de l’enceinte de Philippe Auguste: la porte en Fer.,
textgrid:3pfqm,Corfey,,OK,,https://www.wikidata.org/wiki/Q3451199,,,,rue des Fossés ; rue des Fossés-Saint-Germain-des-Prés ; rue de la Comédie,Rue des Fossés; Rue des Fossés-Saint-Germain-des-Prés; Rue de la Comédie,Paris, rue de l’Ancienne-Comédie,Paris, Rue de l’Ancienne-Comédie,infrastructure,conservé,erhalten,,,,,,48.852967, 2.338694,,,,,Cette rue apparaît dans le documentation vers 1502 comme un chemin allant de la rivière de la Seine au Pré aux Clercs. Elle aurait été percée au <smc>XV</smc><sup>e</sup> siècle. Elle obtient le statut de rue vers 1560. Vers 1688, elle adopte le nom de rue de la Comédie en raison de la présence de l’Hôtel des Comédiens français au numéro 14 de la rue.,
textgrid:3pfqn,Corfey,,OK,,https://www.wikidata.org/wiki/Q3452313,,,,rue du Four Saint-Germain,Rue du Four Saint-Germain,Paris, rue du Four,Paris, Rue du Four,infrastructure,conservé,erhalten,,,,,,48.852658, 2.332916,,,,,"Rue dans laquelle se trouvait le four banal de l’abbaye Saint-Germain, elle permettait de se rendre vers Issy et Sèvres. On trouve des mentions de cette rue dès le <smc>XIII</smc><sup>e</sup> siècle.

",,
textgrid:3rc3k,Sturm,,OK,,https://www.wikidata.org/wiki/Q3450270,,,,rue du Four-Saint-Honoré,Rue du Four-Saint-Honoré,Paris, rue Vauvilliers,Paris, Rue Vauvilliers,infrastructure,conservé,erhalten,,,,,,48.861700, 2.343300,,,,,"Sturm Fr: ""L’hôtel de Soissons  se trouve dans ce même quartier, un peu plus loin dans la rue du Four"" 

note AH : ""Cette rue du Four correspond au tracé de l’actuelle rue Vauvillier, entre les rues Saint-Honoré et Rambuteau. """,,
textgrid:3pfqp,Sturm,,OK,,https://www.wikidata.org/wiki/Q739347,,,,rue Garlande ; rue du Clos Mauvoisin,Rue Garlande; Rue du Clos Mauvoisin,Paris, rue Galande,Paris, Rue Galande,infrastructure,conservé,erhalten,,,,,,48.851552, 2.347135,,,,,Voie officiellement ouvert en 1262, mais qui repose sur des vestige de la voie gallo-romaine allant à Fontainebleau. Son nom provient du fait qu’elle longeait le clos dit de Garlande, propriété de la famille d_x0092_Étienne de Garlande
textgrid:3pfqq,Sturm,,OK,,https://www.wikidata.org/wiki/Q3448072,,,,rue Garance ; rue Garancée ; ruelle Saint-Sulpice,Rue Garance; Rue Garancée; Ruelle Saint-Sulpice,Paris, rue Garancière,Paris, Rue Garancière,infrastructure,conservé,erhalten,,,,,,48.850360, 2.335830,,,,,Cette voie existant en 1540; elle tient son nom de l’hôtel de garancière construit au début du <smc>XV</smc><sup>e</sup> siècle.,,
